department,semester,gender,hostel_or_dayscholar,study_time_preference,learning_style,sleep_quality,stress_level,internet_access_quality,part_time_job,mentor_support,placement_status,study_minutes_per_day,material_prep_minutes_per_week,extracurricular_minutes_per_week,skill_dev_minutes_per_week,attendance_percentage,previous_year_score,previous_semester_gpa,backlogs_count,internal_marks,projects_completed,hackathons_participated,internships_completed,certifications_count,coding_problems_solved,coding_platform_rating
CSE-DS,4,Male,Hostel,Night,Visual,Poor,Medium,Average,No,No,Not Started,224,331,7,82,88.3,77.2,6.98,0,41,0,2,0,0.0,0,964
CSE-AIML,4,Male,Hostel,Afternoon,Visual,Good,Low,Good,No,No,Not Started,110,496,299,402,99.3,73.1,8.15,0,33,3,1,1,4.0,180,1237
CSE,2,Male,Hostel,Morning,Kinesthetic,Poor,High,Average,No,Yes,Not Started,257,217,53,496,66.5,71.1,7.24,0,29,0,1,0,1.0,22,828
CSE,2,Male,Hostel,Morning,Kinesthetic,Poor,High,Good,Yes,No,Not Started,306,330,55,548,86.8,73.7,7.81,0,39,1,0,0,1.0,71,944
CSE-DS,7,Male,Hostel,Night,Kinesthetic,Poor,High,Good,No,Yes,In Progress,150,258,276,387,79.6,61.4,5.04,1,30,6,2,2,3.0,175,1010
CSE,6,Male,Day Scholar,Night,Kinesthetic,Good,High,Good,No,No,Not Started,227,520,291,99,76.9,69.5,7.52,1,33,5,2,0,5.0,121,1053
CSE-DS,1,Male,Day Scholar,Morning,Auditory,Average,Low,Average,Yes,No,Not Started,168,339,158,297,52.5,58.7,5.29,5,28,1,0,0,1.0,0,928
CSE,5,Male,Day Scholar,Morning,Auditory,Good,High,Good,No,Yes,Not Started,176,305,51,19,90.3,73.6,7.48,0,32,1,1,1,1.0,37,1601
CSE,2,Female,Day Scholar,Night,Visual,Average,Medium,Good,No,Yes,Not Started,142,240,0,348,63.6,69.1,6.41,2,33,2,0,0,1.0,0,1098
IT,5,Female,Hostel,Night,Kinesthetic,Average,High,Poor,No,Yes,Not Started,106,229,32,0,77.0,56.6,5.43,4,31,4,0,1,2.0,17,1133
CSE,5,Female,Day Scholar,Night,Visual,Poor,Low,Good,No,Yes,Not Started,138,430,71,620,77.9,77.6,8.27,0,42,4,1,1,2.0,330,904
CSE,4,Male,Hostel,Morning,Auditory,Good,Medium,Good,No,Yes,Not Started,253,158,210,18,88.7,75.2,8.0,1,37,5,1,1,1.0,15,1052
CSE,8,Female,Hostel,Morning,Auditory,Good,Low,Average,No,No,Placed,319,157,49,534,80.4,81.6,7.36,0,41,6,0,2,1.0,396,1236
CSE,6,Male,Hostel,Afternoon,Visual,Good,Low,Good,No,No,Not Started,113,203,90,277,73.8,71.8,6.85,0,30,5,1,1,0.0,81,906
IT,6,Female,Hostel,Night,Visual,Poor,Medium,Average,No,No,Not Started,232,222,159,6,100.0,75.4,7.38,0,32,3,2,1,5.0,0,972
CSE,3,Male,Day Scholar,Morning,Kinesthetic,Good,High,Average,No,No,Not Started,159,181,145,407,73.3,67.6,6.49,2,29,3,1,0,2.0,116,1119
CSE-DS,5,Male,Hostel,Night,Kinesthetic,Average,Medium,Good,No,Yes,Not Started,52,437,83,0,84.4,58.5,6.35,0,28,3,2,1,3.0,69,1108
CSE,4,Female,Hostel,Morning,Auditory,Average,High,Poor,No,No,Not Started,183,206,29,516,76.8,72.0,7.39,0,37,4,0,0,2.0,201,995
ECE,7,Female,Hostel,Night,Auditory,Good,High,Poor,No,No,In Progress,258,275,0,381,73.6,69.8,6.6,0,34,5,2,1,2.0,327,1284
CSE-DS,7,Male,Hostel,Afternoon,Auditory,Good,Low,Good,No,No,In Progress,243,321,16,370,70.1,64.7,6.37,4,34,7,1,0,2.0,188,1053
CSE,8,Female,Day Scholar,Night,Auditory,Good,Medium,Average,No,No,In Progress,279,56,266,42,77.8,65.2,6.79,0,31,6,2,0,3.0,161,1085
CSE-AIML,5,Male,Hostel,Night,Visual,Poor,High,,No,No,Not Started,229,355,197,445,92.6,80.0,8.09,0,38,7,3,2,6.0,218,1084
CSE-AIML,3,Female,Hostel,Night,Auditory,Poor,Medium,Good,Yes,No,Not Started,198,352,21,0,78.8,74.6,7.89,0,35,0,0,0,1.0,17,1148
CSE-AIML,5,Female,Day Scholar,Morning,Visual,Good,Low,Good,No,No,Not Started,261,358,0,0,78.2,67.3,6.14,0,34,4,1,2,4.0,34,1188
CSE-AIML,5,Male,Hostel,Night,Visual,Poor,High,Good,No,No,Not Started,331,201,248,277,92.6,72.3,7.17,0,39,6,0,2,6.0,151,1206
IT,8,Female,Day Scholar,Night,Visual,Poor,Medium,,Yes,Yes,Placed,90,59,106,0,87.5,61.3,6.61,0,30,6,0,0,5.0,50,1144
CSE,3,Male,Hostel,Afternoon,Visual,Average,Medium,Average,Yes,Yes,Not Started,440,463,0,353,89.0,86.0,9.32,0,44,2,3,1,2.0,150,1154
CSE,8,Male,Hostel,Night,Visual,Good,Low,Poor,No,Yes,Placed,120,187,230,352,64.9,58.0,4.97,2,32,9,0,4,6.0,309,1310
CSE-AIML,4,Female,Day Scholar,Afternoon,Kinesthetic,Good,Low,Good,No,No,Not Started,308,377,212,215,86.1,74.8,7.31,0,34,4,0,3,3.0,102,799
CSE,2,Female,Hostel,Night,Auditory,Poor,Low,Good,No,Yes,Not Started,106,376,264,466,62.4,64.8,6.66,0,34,1,0,0,1.0,70,1055
IT,3,Male,Hostel,Afternoon,Visual,Average,Medium,Average,No,Yes,Not Started,42,443,161,417,83.7,72.8,7.49,0,37,5,1,0,0.0,98,1243
IT,2,Male,Day Scholar,Night,Visual,Average,Medium,Good,No,Yes,Not Started,230,160,104,267,80.7,82.8,8.32,0,47,3,1,0,1.0,70,850
CSE-DS,6,Female,Hostel,Night,Auditory,Poor,Medium,Poor,Yes,Yes,Not Started,144,292,84,175,77.4,71.0,7.55,0,38,4,0,1,3.0,77,805
CSE-AIML,4,Female,Hostel,Night,Auditory,Average,Medium,Average,No,No,Not Started,271,344,51,391,75.7,69.9,7.0,0,36,3,1,0,4.0,202,988
CSE-AIML,8,Male,Day Scholar,Morning,Auditory,Average,Medium,Average,Yes,Yes,Placed,128,252,135,253,87.0,78.1,8.22,0,34,9,2,2,5.0,279,1216
CSE,4,Female,Day Scholar,Morning,Visual,Average,Medium,Good,Yes,No,Not Started,284,223,128,145,100.0,84.1,8.62,0,40,2,1,0,3.0,0,1090
IT,8,Male,Hostel,Night,Auditory,Average,Medium,Average,No,Yes,In Progress,240,251,176,705,77.5,69.2,6.76,0,32,4,2,0,2.0,588,1279
CSE-DS,8,Female,Day Scholar,Night,Auditory,Poor,High,Average,No,No,Placed,145,281,64,858,88.6,70.9,6.6,0,35,5,4,2,9.0,679,1183
CSE,5,Male,Day Scholar,Night,Kinesthetic,Average,Medium,Good,No,Yes,Not Started,260,116,212,324,66.8,75.9,8.01,0,41,2,3,1,6.0,121,817
ECE,4,Female,Hostel,Afternoon,Visual,Good,Low,Average,No,No,Not Started,418,92,179,108,99.9,75.1,7.43,0,41,4,1,0,2.0,63,1264
ECE,2,Female,Hostel,Morning,Kinesthetic,Good,Low,Good,No,No,Not Started,404,235,171,25,100.0,75.9,7.48,2,37,1,2,0,1.0,0,782
CSE,8,Female,Hostel,Night,Visual,Poor,Medium,Good,No,No,Placed,222,190,251,494,96.8,75.2,8.45,0,40,8,1,1,4.0,389,1486
IT,7,Female,Hostel,,Kinesthetic,Poor,High,Average,No,No,Placed,150,135,78,311,80.7,75.7,7.61,0,33,4,1,2,3.0,229,1147
IT,4,Male,Hostel,Afternoon,Visual,Good,Low,Good,No,No,Not Started,211,124,60,243,69.8,67.1,6.28,2,28,3,0,1,1.0,94,879
CSE,7,Female,Hostel,Night,Visual,Average,Medium,Average,No,No,In Progress,64,167,213,301,86.6,65.2,5.95,1,31,5,4,0,2.0,260,987
CSE,6,Male,Hostel,Night,Kinesthetic,Average,Medium,Poor,No,No,Not Started,252,269,160,121,74.5,68.6,6.63,1,35,2,2,0,2.0,83,1025
CSE,3,Female,Day Scholar,,Visual,Poor,High,Poor,No,No,Not Started,395,237,117,360,71.8,68.3,6.5,1,35,2,0,0,1.0,142,913
CSE-AIML,8,Male,Hostel,Night,Kinesthetic,Average,Medium,Good,No,No,Placed,217,130,91,155,85.6,64.7,6.32,1,30,7,2,2,3.0,150,943
CSE,4,Male,Day Scholar,Afternoon,Auditory,Average,Medium,Good,No,Yes,Not Started,207,45,19,472,92.7,67.8,6.0,3,36,3,0,0,1.0,221,902
ECE,2,Male,Hostel,Morning,Auditory,Average,Medium,Good,No,No,Not Started,64,129,0,75,89.6,76.6,7.3,0,40,0,1,0,0.0,0,771
CSE,2,Male,Hostel,Night,Auditory,Good,Medium,Good,Yes,No,Not Started,181,283,137,434,68.3,66.0,6.38,2,36,4,1,0,1.0,4,919
ECE,7,Female,Day Scholar,Night,Kinesthetic,Average,Medium,Good,No,No,In Progress,135,192,291,320,100.0,68.5,7.0,0,32,10,1,0,5.0,152,893
CSE-DS,1,Female,Hostel,Night,Visual,Average,Medium,Good,No,No,Not Started,339,58,251,390,79.7,73.2,6.87,0,36,2,0,0,0.0,74,1021
CSE-AIML,8,Female,Hostel,Morning,Auditory,Average,Low,Average,Yes,Yes,Placed,125,168,90,0,85.7,67.4,7.61,0,33,8,4,1,5.0,50,1126
CSE-DS,2,Male,Day Scholar,Morning,Auditory,Good,Medium,Good,No,No,Not Started,161,296,62,176,56.5,65.7,6.48,0,41,2,1,0,0.0,89,699
CSE-DS,3,Male,Hostel,Afternoon,Auditory,Average,Medium,Poor,Yes,No,Not Started,163,205,77,339,89.0,80.9,7.68,0,41,0,1,0,0.0,112,991
ECE,5,Male,Hostel,Night,Kinesthetic,Average,Low,Average,Yes,No,Not Started,129,111,97,443,90.5,63.8,5.99,1,29,2,1,3,4.0,201,1235
CSE,8,Male,Hostel,Afternoon,Auditory,Poor,High,Good,No,Yes,In Progress,101,144,293,263,82.1,68.1,6.64,0,26,8,2,1,6.0,273,1247
IT,8,Male,Day Scholar,Afternoon,Visual,Average,Medium,Average,Yes,No,Placed,66,9,0,280,77.0,67.6,6.63,0,34,8,3,1,3.0,190,1428
CSE-AIML,6,Male,Hostel,Night,Auditory,Average,High,Good,No,No,Not Started,202,128,136,669,98.5,69.3,6.79,0,35,7,2,1,1.0,442,982
CSE,6,Male,Day Scholar,Night,Visual,Average,Medium,Good,No,Yes,Not Started,94,146,96,427,100.0,81.5,7.78,0,43,4,3,3,5.0,228,1043
IT,6,Female,Hostel,Morning,Visual,Average,High,Average,No,No,Not Started,222,70,290,96,78.1,70.8,6.73,1,32,1,2,1,1.0,41,1010
CSE-DS,1,Female,Hostel,Morning,Visual,Poor,High,Average,No,No,Not Started,0,206,0,0,76.9,62.2,5.83,2,32,1,0,0,2.0,0,784
CSE,7,Female,Hostel,Night,Auditory,Poor,Medium,Good,No,Yes,Placed,297,248,261,213,80.1,74.4,8.22,0,34,5,3,2,3.0,99,731
CSE,2,Male,Hostel,Night,Auditory,Average,Medium,Good,No,No,Not Started,124,124,251,708,100.0,78.1,8.14,0,41,3,0,0,1.0,256,1228
CSE,3,Male,Hostel,Morning,Visual,Average,Medium,Good,No,No,Not Started,164,356,30,257,75.9,75.5,7.27,0,35,1,0,0,0.0,59,987
CSE,6,Male,Hostel,Night,Auditory,Poor,Medium,Good,Yes,Yes,Not Started,95,507,95,34,69.9,60.4,5.85,4,31,5,2,1,6.0,81,1301
IT,4,Other,Day Scholar,Morning,Kinesthetic,Average,Low,Good,Yes,Yes,Not Started,286,120,230,302,84.4,66.1,6.72,0,33,3,0,0,3.0,92,924
CSE,3,Female,Hostel,Night,Visual,Poor,High,Good,No,Yes,Not Started,167,153,201,567,85.4,68.2,7.18,2,36,4,2,0,1.0,146,995
CSE,2,Male,Hostel,Night,Visual,Average,Medium,,No,No,Not Started,374,309,100,201,72.4,76.7,7.67,0,41,4,3,0,1.0,0,994
CSE,2,Male,Hostel,Night,Kinesthetic,Average,High,Good,No,Yes,Not Started,143,444,222,444,82.8,73.2,7.17,0,36,0,0,0,1.0,84,1102
IT,4,Female,Day Scholar,Night,Visual,Average,Medium,Average,No,Yes,Not Started,208,272,59,316,93.4,76.7,7.18,0,37,3,2,0,2.0,107,821
CSE-DS,4,Male,Hostel,Morning,Kinesthetic,Average,Medium,Poor,No,No,Not Started,132,393,100,90,89.6,81.8,7.76,0,36,4,1,0,,58,1365
ECE,1,Male,Hostel,Morning,Auditory,Good,Low,Poor,Yes,Yes,Not Started,205,259,106,481,90.1,73.6,7.07,0,40,3,0,0,0.0,75,796
ECE,4,Female,Hostel,Night,Auditory,Poor,High,Average,Yes,No,Not Started,282,45,35,143,73.2,72.7,6.61,0,37,5,1,0,1.0,91,1141
CSE,7,Male,Hostel,Morning,Kinesthetic,Good,Low,Good,No,No,In Progress,137,380,27,253,96.3,79.9,7.52,0,42,6,4,1,2.0,151,983
CSE-DS,7,Female,Hostel,Night,Kinesthetic,Poor,High,Average,No,No,In Progress,183,265,106,357,80.9,65.0,7.71,0,27,9,4,3,2.0,298,1346
CSE-DS,2,Female,Hostel,Morning,Visual,Poor,High,Good,No,No,Not Started,220,81,21,463,100.0,77.2,7.49,0,35,0,0,0,0.0,103,982
CSE-DS,2,Female,Hostel,Morning,Visual,Average,Low,,No,No,Not Started,92,278,43,0,84.2,57.1,4.15,3,29,0,0,0,1.0,11,898
ECE,7,Male,Day Scholar,Night,Visual,Average,Medium,Good,Yes,No,Placed,359,265,18,189,71.7,72.9,7.37,0,38,7,3,1,8.0,41,930
CSE-AIML,6,Female,Day Scholar,Afternoon,Kinesthetic,Poor,Medium,Good,No,No,Not Started,24,162,240,294,69.5,66.3,6.76,0,32,2,3,0,1.0,223,824
CSE,8,Male,Hostel,Night,Visual,Poor,High,Good,No,No,Placed,50,285,0,550,64.6,58.6,6.21,3,29,7,1,1,5.0,487,1350
IT,3,Male,Day Scholar,Night,Auditory,Average,Medium,Good,No,No,Not Started,255,295,247,520,92.1,78.8,7.38,0,36,2,1,1,3.0,202,1127
CSE-AIML,6,Male,Day Scholar,Morning,Visual,Poor,Low,Good,No,Yes,Not Started,13,171,66,291,84.7,71.5,6.43,4,40,2,0,0,4.0,182,1359
IT,4,Female,Hostel,Night,Kinesthetic,Poor,Medium,Good,No,No,Not Started,148,111,35,292,100.0,73.9,6.35,1,35,5,1,0,1.0,130,864
CSE-DS,4,Female,Day Scholar,Night,Auditory,Good,Medium,Good,No,Yes,Not Started,84,194,105,330,89.1,61.3,7.3,0,28,3,1,0,2.0,124,1137
ECE,8,Male,Hostel,Afternoon,Kinesthetic,Good,Low,Good,Yes,Yes,In Progress,179,202,49,188,75.0,70.5,7.03,0,34,7,1,2,10.0,152,1333
CSE,4,Female,Day Scholar,Night,Kinesthetic,Good,Medium,,No,No,Not Started,102,304,0,319,57.6,54.6,5.91,4,24,4,0,0,1.0,116,886
ECE,6,Female,Hostel,Night,Auditory,Good,High,Good,No,Yes,Not Started,228,265,108,559,87.4,82.8,7.83,0,42,8,0,1,6.0,391,1059
CSE-AIML,8,Female,Hostel,Morning,Auditory,Average,Medium,Poor,No,No,Placed,197,182,286,151,90.0,70.0,7.52,1,35,3,4,4,1.0,96,959
CSE-DS,7,Male,Hostel,Afternoon,Kinesthetic,Average,Medium,Good,No,No,In Progress,275,306,293,287,74.9,63.4,6.81,0,35,5,1,1,4.0,250,925
CSE,8,Male,Hostel,Morning,Kinesthetic,Average,High,Average,Yes,Yes,Placed,315,180,66,88,100.0,79.6,7.86,0,36,5,1,3,4.0,27,869
CSE,7,Female,Hostel,Night,Auditory,Average,Medium,Average,No,Yes,Placed,101,339,135,193,94.4,77.4,7.34,0,37,6,3,2,3.0,80,1056
ECE,8,Female,Day Scholar,Night,Visual,Average,Low,Good,No,Yes,In Progress,180,168,6,692,81.9,74.3,6.96,1,37,4,1,1,4.0,556,1158
CSE-DS,1,Male,Day Scholar,Morning,Visual,Good,Low,Good,No,Yes,Not Started,257,181,184,850,100.0,70.4,6.93,1,28,3,0,0,2.0,110,1037
CSE,4,Female,Hostel,Night,Visual,Poor,High,Good,No,Yes,Not Started,281,198,161,803,86.0,79.2,7.84,0,39,2,1,0,2.0,392,1161
CSE-AIML,1,Female,Hostel,Morning,Auditory,Good,Low,Good,No,No,Not Started,174,140,37,214,89.4,66.6,6.41,2,34,1,1,0,0.0,90,1015
CSE,6,Female,Hostel,Night,Auditory,Average,Medium,Good,No,Yes,Not Started,188,49,0,386,86.4,72.0,7.9,0,32,4,2,1,0.0,208,927
ECE,4,Male,Hostel,Afternoon,Kinesthetic,Average,Low,Good,No,Yes,Not Started,170,118,129,369,81.9,71.7,7.01,2,35,3,0,0,4.0,144,1164
CSE,1,Female,Hostel,Night,Auditory,Average,Medium,Good,No,No,Not Started,119,232,0,331,82.6,74.0,7.84,0,34,1,0,0,,4,1103
CSE,5,Male,Day Scholar,Night,Auditory,Average,Medium,Poor,Yes,No,Not Started,222,299,284,370,99.9,79.4,6.91,0,38,4,0,1,5.0,198,1265
CSE,2,Female,Hostel,Night,Auditory,Good,Low,Good,Yes,Yes,Not Started,328,116,181,358,80.2,64.9,6.41,1,30,2,1,0,0.0,90,931
CSE,7,Female,Day Scholar,Afternoon,Visual,Average,Medium,Good,No,Yes,In Progress,178,320,68,50,87.2,67.6,7.66,0,28,2,2,2,3.0,84,1176
CSE,6,Male,Day Scholar,Night,Visual,Good,Low,Average,No,Yes,Not Started,180,192,286,481,91.5,84.0,7.72,0,39,2,2,1,2.0,316,1262
CSE,5,Male,Day Scholar,Afternoon,Visual,Average,Medium,Average,No,No,Not Started,260,313,92,275,99.8,83.0,7.68,0,42,3,2,0,1.0,164,1088
CSE,3,Male,Hostel,Morning,Auditory,Average,High,Poor,No,Yes,Not Started,191,262,0,254,91.5,66.2,6.67,1,32,2,0,1,1.0,111,1041
CSE,5,Male,Day Scholar,Night,Auditory,Average,Medium,Good,No,Yes,Not Started,289,464,71,458,89.1,73.2,7.03,1,39,4,0,1,0.0,296,1256
CSE,3,Male,Hostel,Night,Kinesthetic,Poor,Medium,Good,No,No,Not Started,179,287,88,478,100.0,68.0,6.12,1,33,1,1,0,1.0,101,1007
CSE,4,Male,Hostel,Morning,Auditory,Average,Low,Average,No,No,Not Started,188,248,133,336,77.8,66.1,6.76,2,33,5,0,0,2.0,69,981
CSE,2,Male,Hostel,Night,Kinesthetic,Good,Low,,No,No,Not Started,179,256,84,0,87.8,64.5,7.24,0,34,1,1,0,4.0,0,874
CSE,2,Female,Hostel,Night,Kinesthetic,Average,Medium,Poor,No,No,Not Started,20,51,15,269,66.1,61.8,6.86,0,29,2,0,0,1.0,0,1102
CSE,5,Male,Hostel,Night,Visual,Poor,Medium,Good,No,Yes,Not Started,326,237,136,203,81.1,75.6,7.59,0,36,6,0,2,0.0,133,1186
CSE,2,Male,Day Scholar,Afternoon,Kinesthetic,Good,Medium,Average,No,Yes,Not Started,8,123,125,383,73.9,64.2,5.83,2,29,1,0,0,1.0,129,835
IT,6,Male,Hostel,Morning,Visual,Average,Medium,,Yes,No,Not Started,0,215,0,140,100.0,80.9,7.92,0,43,2,1,2,5.0,91,837
CSE-AIML,5,Female,Hostel,Night,Kinesthetic,Poor,Medium,Good,No,No,Not Started,355,290,262,420,84.5,78.2,7.93,0,42,2,1,3,2.0,197,1204
IT,5,Female,Day Scholar,Night,Kinesthetic,Average,Medium,Good,Yes,No,Not Started,310,170,14,347,76.4,76.7,7.89,1,39,3,2,2,5.0,146,1167
CSE,6,Male,Hostel,Night,Visual,Average,Medium,Average,No,No,Not Started,277,190,134,867,93.2,79.1,7.71,0,41,5,4,0,2.0,611,1122
ECE,8,Male,Hostel,Night,Auditory,Average,Medium,Good,No,Yes,In Progress,253,229,0,0,79.6,66.9,6.45,2,41,4,5,2,5.0,12,1140
CSE-DS,6,Male,Day Scholar,Night,Visual,Average,Medium,Good,No,Yes,Not Started,144,42,127,342,81.0,71.5,7.78,0,33,3,4,2,3.0,181,871
IT,3,Female,Day Scholar,Morning,Kinesthetic,Good,Medium,,No,No,Not Started,168,258,162,118,72.4,70.2,6.73,0,38,0,1,0,1.0,61,985
CSE-DS,3,Female,Hostel,Night,Kinesthetic,Good,Low,Good,No,Yes,Not Started,264,149,157,265,86.0,71.4,6.91,0,39,6,0,0,,86,784
CSE,5,Male,Day Scholar,Night,Kinesthetic,Poor,Medium,Average,Yes,Yes,Not Started,28,401,0,533,78.7,60.3,6.2,3,26,3,2,0,0.0,153,1015
IT,3,Male,Hostel,Night,Visual,Good,Low,Good,No,Yes,Not Started,273,218,150,703,83.9,67.6,6.9,0,33,3,1,1,1.0,298,1469
CSE-DS,4,Female,Hostel,Morning,Auditory,Average,Low,Good,No,No,Not Started,329,422,363,123,100.0,74.4,7.23,0,38,3,4,0,2.0,92,1175
CSE-DS,8,Male,Hostel,Morning,Kinesthetic,Good,Low,Good,No,No,Placed,363,341,263,322,76.9,79.6,8.31,0,42,5,2,2,5.0,285,949
CSE-DS,7,Female,Hostel,Night,Auditory,Poor,Medium,Poor,No,No,In Progress,136,58,250,492,95.1,75.4,7.07,2,40,6,2,1,1.0,380,989
CSE-AIML,6,Male,Hostel,Afternoon,Auditory,Average,Medium,Good,Yes,Yes,Not Started,132,322,217,406,88.3,73.6,6.6,0,39,1,0,1,2.0,238,1269
IT,3,Male,Day Scholar,Morning,Auditory,Poor,High,Good,No,No,Not Started,0,341,185,371,90.8,62.8,6.41,1,33,3,0,0,1.0,115,922
CSE,5,Male,Day Scholar,Night,Auditory,Good,Low,Average,No,Yes,Not Started,176,319,0,612,70.9,66.2,6.69,0,34,2,3,0,1.0,289,989
CSE,4,Female,Day Scholar,,Auditory,Good,Low,Average,No,No,Not Started,107,268,0,123,80.8,69.3,6.52,0,34,5,1,1,3.0,4,923
CSE,1,Male,Day Scholar,Night,Kinesthetic,Good,Medium,Good,No,No,Not Started,213,252,0,426,92.0,75.9,8.04,0,37,0,1,0,0.0,45,770
CSE,7,Female,Day Scholar,Afternoon,Auditory,Poor,High,Good,No,Yes,Placed,163,150,164,457,79.0,65.1,6.75,0,31,5,3,0,7.0,342,1310
CSE-DS,4,Female,Day Scholar,Night,Kinesthetic,Good,Low,Average,No,No,Not Started,221,132,89,661,81.5,79.7,7.66,1,35,3,2,2,3.0,274,1100
CSE-DS,4,Male,Day Scholar,Night,Visual,Average,Medium,Average,Yes,No,Not Started,90,326,198,143,80.2,65.8,7.02,0,34,4,3,1,2.0,44,1131
CSE-AIML,6,Male,Hostel,Morning,Kinesthetic,Average,High,Average,Yes,No,Not Started,86,160,71,237,63.4,63.1,6.41,2,29,3,1,0,3.0,62,1146
CSE,2,Male,Hostel,Night,Visual,Average,Medium,Good,No,Yes,Not Started,189,133,203,82,96.3,79.8,6.13,2,45,1,0,0,2.0,21,1143
CSE,6,Male,Hostel,Morning,Auditory,Poor,High,Poor,No,Yes,Not Started,132,389,157,147,76.7,62.8,5.64,0,31,4,1,0,3.0,116,997
CSE,3,Male,Hostel,Night,Auditory,Good,Medium,Good,No,Yes,Not Started,215,411,107,65,85.4,72.5,7.69,0,35,4,0,0,1.0,27,1080
CSE-DS,8,Female,Hostel,Night,Kinesthetic,Good,Medium,Good,No,No,Placed,217,434,209,253,75.6,68.8,6.92,0,36,5,2,2,5.0,112,941
IT,6,Male,Hostel,Afternoon,Auditory,Poor,Medium,Good,No,No,Not Started,279,378,138,184,81.8,72.8,6.72,0,34,10,3,2,,70,847
CSE,4,Other,Day Scholar,Night,Auditory,Good,Low,Good,No,Yes,Not Started,174,356,84,263,66.7,69.4,6.75,0,36,6,0,0,2.0,25,793
CSE,7,Male,Day Scholar,Afternoon,Auditory,Poor,High,Good,No,No,In Progress,164,228,0,241,94.0,69.2,7.92,1,35,2,1,1,2.0,140,1253
CSE-DS,4,Male,Day Scholar,Night,Kinesthetic,Average,Medium,Average,Yes,Yes,Not Started,203,284,149,14,84.4,63.5,7.38,0,30,4,1,1,3.0,0,1430
CSE,3,Female,Hostel,Night,Auditory,Average,Medium,Good,No,No,Not Started,53,273,29,300,96.4,67.8,6.66,0,35,2,1,0,0.0,108,1179
ECE,6,Male,Day Scholar,Afternoon,Auditory,Poor,Low,Good,No,No,Not Started,254,258,92,12,87.8,80.2,7.63,0,37,3,3,1,1.0,1,1027
IT,4,Female,Hostel,Morning,Visual,Average,Medium,Good,No,Yes,Not Started,140,120,0,511,66.8,68.9,7.81,0,40,3,1,1,4.0,245,1300
CSE-DS,3,Male,Day Scholar,Night,Kinesthetic,Good,Medium,Good,No,No,Not Started,156,105,254,576,96.7,77.4,7.88,1,36,4,0,0,1.0,102,864
CSE-DS,8,Other,Hostel,Afternoon,Auditory,Good,Low,Good,No,No,Placed,135,204,0,0,71.9,68.5,6.81,0,33,8,3,2,2.0,0,967
CSE,2,Male,Hostel,Afternoon,Auditory,Good,Low,Good,No,No,Not Started,180,225,179,293,70.8,65.7,5.85,0,31,1,1,0,1.0,36,867
CSE,1,Male,Hostel,Morning,Visual,Average,Medium,Average,Yes,No,Not Started,227,310,288,562,79.0,75.8,8.23,0,37,1,1,0,3.0,88,1131
CSE,1,Female,Hostel,Afternoon,Auditory,Good,Low,Good,Yes,No,Not Started,200,337,0,342,83.1,71.7,7.01,0,37,1,0,0,1.0,57,997
CSE-DS,2,Male,Day Scholar,Morning,Auditory,Average,High,Good,No,No,Not Started,279,106,218,71,100.0,81.4,7.5,0,37,0,0,0,1.0,0,955
CSE-AIML,8,Male,Hostel,Afternoon,Kinesthetic,Average,Medium,Average,No,No,In Progress,81,181,89,189,78.6,72.1,7.39,0,36,8,0,3,2.0,154,1296
CSE,5,Male,Hostel,Night,Visual,Poor,High,Good,No,No,Not Started,168,101,90,66,70.4,65.4,5.71,2,35,3,1,2,6.0,49,933
CSE,1,Female,Hostel,Afternoon,Auditory,Good,Low,Good,No,No,Not Started,284,158,272,242,78.6,80.1,8.63,0,39,3,0,0,0.0,92,940
IT,8,Male,Hostel,Night,Visual,Good,High,Good,No,No,Placed,198,387,210,97,86.6,77.4,8.65,0,41,7,2,1,2.0,98,1021
CSE-AIML,7,Male,Hostel,Night,Visual,Average,Medium,Good,No,No,In Progress,149,200,65,469,63.9,67.6,7.04,2,34,8,2,2,3.0,331,1472
IT,8,Female,Hostel,Night,Visual,Average,Medium,Good,Yes,Yes,Placed,121,251,140,197,95.7,72.3,7.37,0,41,3,3,2,5.0,195,698
CSE-AIML,1,Female,Hostel,Night,Visual,Average,Medium,Average,No,No,Not Started,282,213,115,501,87.1,74.9,7.84,0,42,0,0,0,0.0,34,898
CSE,1,Female,Hostel,Afternoon,Kinesthetic,Average,Medium,Good,Yes,Yes,Not Started,105,0,200,350,77.2,66.6,7.96,0,28,1,0,0,0.0,72,945
CSE,1,Female,Hostel,Afternoon,Auditory,Poor,High,Good,No,No,Not Started,55,236,65,373,82.1,66.8,6.87,0,32,0,1,0,1.0,0,1154
CSE,1,Male,Hostel,Night,Auditory,Good,Low,Good,Yes,Yes,Not Started,135,229,56,351,81.1,60.6,6.51,0,30,0,0,0,0.0,48,1280
CSE,8,Female,Day Scholar,Morning,Auditory,Good,Medium,Good,Yes,Yes,Placed,255,222,102,160,97.7,72.7,7.42,0,38,8,2,2,2.0,185,1257
CSE,2,Female,Hostel,Afternoon,Kinesthetic,Poor,Low,Average,No,No,Not Started,146,208,8,0,75.6,65.3,5.89,0,30,1,0,0,3.0,54,984
CSE,1,Female,Day Scholar,Morning,Visual,Good,Low,Good,No,No,Not Started,17,304,227,9,70.7,63.3,6.22,2,31,1,0,0,1.0,4,1200
IT,2,Male,Hostel,Afternoon,Auditory,Average,Medium,Good,No,No,Not Started,173,358,161,566,68.6,59.8,6.0,4,25,1,1,0,3.0,101,1120
